Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label
والناس قالوا الكمال لله,8,tarab,poem,0.95535,0.025052,low,0.461274,mid
و البركة تجمعنا,8,tarab,song,0.963295,0.031863,low,0.276517,low
ومره جاتني حاله,8,tarab,song,0.951175,0.837589,high,0.588734,mid
ولا فارق يوم معاك,8,tarab,song,0.961959,0.34558,mid,0.661793,high
بدنية يوما ولم تتمنع,8,tarab,poem,0.950364,0.046397,low,0.348778,mid
‏لا اهلا ولا سهلا,8,tarab,song,0.965365,0.060645,low,0.823589,high
حبك ولا ابدله,8,tarab,song,0.956333,0.197983,low,0.431669,mid
وقابلني البدر من وجهه,8,tarab,poem,0.954764,0.069078,low,0.475877,mid
ونحن نرغب في الأيام والدول,8,tarab,poem,0.950146,0.0,low,0.224911,low
وقبل انفجاري.,8,tarab,poem,0.956055,0.0,low,0.326735,low
فدعيني ...,8,tarab,poem,0.964119,0.00488,low,0.322229,low
وعندها أشار..ورفع البحارة المرساة,8,tarab,song,0.956329,0.0,low,0.394453,mid
لا أحد... لا شيء...,8,tarab,poem,0.971095,0.03585,low,0.629271,mid
سيري ولا تعاتبي,8,tarab,song,0.954317,0.666693,high,0.390305,mid
فقلت لكفي أن تكتبا,8,tarab,poem,0.954937,0.0,low,0.555264,mid
و لا أجنحة,8,tarab,poem,0.962339,0.0,low,0.352689,mid
وعطشنا، والماء في أيدينا,8,tarab,poem,0.965262,0.125854,low,0.440186,mid
وما تروح,8,tarab,song,0.965753,0.773416,high,0.565366,mid
وجرى الصلح والتقى,8,tarab,poem,0.951797,0.00086,low,0.250783,low
فلا يعبرون ! ‏,8,tarab,poem,0.965116,0.0,low,0.296723,low
وأهدي إلى الأرض شخصا غريبا,8,tarab,poem,0.962914,0.0,low,0.532177,mid
والباقي هم نصيبك نصيبك نصيبك,8,tarab,song,0.956922,0.308688,low,0.443505,mid
و رميت له الغالي بسعر زهيد,8,tarab,song,0.95253,0.130408,low,0.551629,mid
واحذر العادات لا تقربها,8,tarab,poem,0.952773,0.055652,low,0.40132,mid
فأنا أقرأ عنكم..,8,tarab,poem,0.950405,0.0,low,0.559223,mid
لن ترضى الحكومة عنك حتى,8,tarab,poem,0.951705,0.000876,low,0.227007,low
وأتى سيمون يدعوها إلى الرقص,8,tarab,poem,0.971946,0.02316,low,0.12096,low
لا تسألوه واسألوا داره,8,tarab,poem,0.970062,0.790072,high,0.358841,mid
فلا تحرص على مال,8,tarab,poem,0.952967,0.0,low,0.296141,low
واحتفالا بسيطا,8,tarab,poem,0.970138,0.00832,low,0.381434,mid
وحيا وأحيانا بتيسير عودة,8,tarab,poem,0.964543,0.031158,low,0.230204,low
وأجمل منك لم تلد النساء,8,tarab,poem,0.955368,0.000954,low,0.393281,mid
فخاطب السلطان في مرة,8,tarab,poem,0.952117,0.0,low,0.202886,low
والأحاديث عن وجود صديق,8,tarab,poem,0.97053,0.0,low,0.438356,mid
لا يكتبون وصولات على جهة,8,tarab,poem,0.952296,0.216353,low,0.470593,mid
فلم ألق فيه مستراحا لمتعب,8,tarab,poem,0.952279,0.170678,low,0.21061,low
وكتابة لا تكتبك..,8,tarab,poem,0.968531,0.014363,low,0.582624,mid
وحفر على الخشب,8,tarab,poem,0.962613,0.0,low,0.589707,mid
والأصدقاء هناك ينتظرون بوليسا,8,tarab,poem,0.958262,0.037801,low,0.41587,mid
وغير لون راحلتي ولوني,8,tarab,poem,0.956089,0.092119,low,0.349035,mid
فأسرع الحمار نحو أمه,8,tarab,poem,0.957105,0.009605,low,0.1878,low
والجرح لانام لا استراح,8,tarab,song,0.9691,0.058375,low,0.411346,mid
ولا حاجة يعني من ضمن الحاجات,8,tarab,song,0.961921,0.594275,mid,0.519755,mid
وعاهدتموه أن يعود ويسلما,8,tarab,poem,0.966978,0.002643,low,0.227818,low
فعاد الرسول وفي ثوبه,8,tarab,poem,0.955007,0.00751,low,0.332271,mid
ولا تشبع من الحل,8,tarab,poem,0.962598,0.019259,low,0.554781,mid
قابليني لا تقولي مستحيل,8,tarab,song,0.955259,0.567804,mid,0.520627,mid
وهناك لا أو هل هناك دساكر,8,tarab,poem,0.957031,0.004237,low,0.525169,mid
ولا خلى السكر بره ولا فيه مظبوط وزيادة,8,tarab,song,0.952308,0.992198,high,0.517982,mid
لا تصدق قول واش,8,tarab,poem,0.956386,0.656898,mid,0.520289,mid
تلاقينا .. ولا نرحم ليالينا ..,8,tarab,song,0.957509,0.246867,low,0.337339,mid
وسيرته صلوا عليه وسلموا,8,tarab,poem,0.950064,0.099906,low,0.661254,high
وأعار هذا الكأس جاره,8,tarab,poem,0.957202,0.07078,low,0.285553,low
لا تجرب واستمع مالك أقول,8,tarab,poem,0.958399,0.500853,mid,0.628011,mid
فلم تجف بعدهم,8,tarab,poem,0.956685,0.000663,low,0.396984,mid
وقلت ولم أرجع إلى غير مثله,8,tarab,poem,0.962494,0.014091,low,0.381217,mid
وقطارات ليلية أسمع صفيرها.. ولا أراها..,8,tarab,poem,0.966563,0.139841,low,0.402551,mid
لم يسأل كتابا ،,8,tarab,poem,0.971093,0.00043,low,0.626033,mid
وحطم الجام الثمين,8,tarab,poem,0.951974,0.508805,mid,0.235751,low
وأجابوا بجوابات لهم,8,tarab,poem,0.962466,0.05432,low,0.373303,mid
والشده شده,8,tarab,song,0.95127,0.119569,low,0.245734,low
وتاخذ راحتك أكثر,8,tarab,song,0.950586,0.277384,low,0.494015,mid
و ينسى مكانه,8,tarab,poem,0.953332,0.071935,low,0.449732,mid
لن نسكت لن نستسلم لا,8,tarab,song,0.970481,0.0,low,0.392716,mid
والمانش يعجب منهم حينما طلعوا,8,tarab,poem,0.951017,0.454841,mid,0.124881,low
وأسمح لي كمان,8,tarab,song,0.964495,0.447016,mid,0.41778,mid
واترك لنا وقتا لنقرأها,8,tarab,poem,0.964167,0.0,low,0.497836,mid
واكذبي على أكاذيبي,8,tarab,poem,0.958584,0.187908,low,0.522267,mid
ولا شي بين معها,8,tarab,song,0.959208,0.322907,low,0.597229,mid
ووفقني الله مستقبلا,8,tarab,poem,0.957867,0.017725,low,0.242102,low
فأقترب أهلا فأهلا,8,tarab,song,0.972378,0.04804,low,0.303097,low
والرومان,8,tarab,poem,0.952232,0.015266,low,0.759519,high
و لا أتوسل ساعة بين أياديك,8,tarab,song,0.955967,0.008833,low,0.581791,mid
ولما اتمكنوا مني .. بعدوا بعيد عني ..,8,tarab,song,0.957446,0.791972,high,0.391326,mid
والورد صاف والعطاء تبرع,8,tarab,poem,0.953069,0.034547,low,0.307096,low
فلم نعثر على أرض,8,tarab,poem,0.975171,0.0,low,0.197631,low
فأنا قادمون,8,tarab,poem,0.95993,0.0,low,0.318999,low
فطاروا سراعا وما يقدرو,8,tarab,poem,0.971304,0.557498,mid,0.397459,mid
الله الله لا تخليني,8,tarab,song,0.965857,0.772944,high,0.299234,low
فرأيت منه شاربا مشروبا,8,tarab,poem,0.967568,0.030449,low,0.318208,low
فمات,8,tarab,song,0.973511,0.006114,low,0.28783,low
واجي واروح .. وما تطولك ايديني,8,tarab,song,0.954933,0.90767,high,0.477206,mid
وامطرت,8,tarab,song,0.955796,0.004307,low,0.647401,mid
لا تحدث عن فريق,8,tarab,poem,0.952666,0.003152,low,0.19002,low
من أين سأذكر,8,tarab,poem,0.969647,0.0,low,0.726303,high
و رحلت عنك بلا وداع,8,tarab,poem,0.957754,0.002279,low,0.488943,mid
قتلناهم قتل الكلاب فلم ندع,8,tarab,poem,0.957194,0.023318,low,0.360413,mid
وأنت  تخطين أجمل شعر,8,tarab,poem,0.950645,0.016799,low,0.46952,mid
فأقبلت بمحفار,8,tarab,poem,0.953987,0.032144,low,0.4713,mid
وحفظ الجميل للحمامه,8,tarab,poem,0.95569,0.006168,low,0.201167,low
فقمت لها ب,8,tarab,poem,0.969714,0.0,low,0.227812,low
وأتيت معتذرا إلى زمن,8,tarab,poem,0.959269,0.100457,low,0.178624,low
ولا زمان ولا مكان,8,tarab,poem,0.968136,0.386433,mid,0.787865,high
وساعتها حتلاقيني .. في لحظة بين أيديك,8,tarab,song,0.966342,0.799791,high,0.652033,mid
لن تعيدي للسماء شمس النهار,8,tarab,poem,0.951308,0.0,low,0.275259,low
و طريقى دايما فارشو شوك,8,tarab,song,0.95226,0.250978,low,0.468321,mid
وعيشوا في موائدكم,8,tarab,poem,0.969104,0.06196,low,0.331837,mid
أدعك فلا تدعو علي ولاليا,8,tarab,poem,0.951827,0.00176,low,0.296981,low
وأنا أنتشل الأجنحة الزرقاء,8,tarab,song,0.950562,0.038017,low,0.458113,mid
واللحظة المرة ارميها,8,tarab,song,0.959313,0.39362,mid,0.588571,mid
فسلم المال على المال,8,tarab,poem,0.960875,0.000242,low,0.357452,mid
فاعلم إذن,8,tarab,poem,0.955589,0.0,low,0.129963,low
ولا احب ابحث وراه .. ولا اتشره .. ابحث وراه .. ولا اتشره,8,tarab,song,0.955177,0.589445,mid,0.387267,mid
واسعى و خلص بس دورك,8,tarab,song,0.951007,0.641079,mid,0.373436,mid
والشباب قضى ديونه,8,tarab,poem,0.953342,0.234542,low,0.339685,mid
ولا ينفع مسموع,8,tarab,poem,0.952521,0.365426,mid,0.233851,low
ايشووفني ولا شووفه .. ومااريده لا,8,tarab,song,0.962473,0.765583,high,0.341607,mid
وفكر في انتهاء في ابتداء,8,tarab,poem,0.968278,0.076446,low,0.51152,mid
فلم أجبه وحظي في إجابته,8,tarab,poem,0.971637,0.00533,low,0.332879,mid
لا تريدون أن تسمعوا خبرا عاجلا,8,tarab,poem,0.962705,0.0,low,0.177835,low
وغير سواء ياسمين وعوسج,8,tarab,poem,0.958825,0.281914,low,0.357786,mid
فيسألني: وما شأني أنا؟/,8,tarab,poem,0.960254,0.070025,low,0.307788,low
هروح فيها ولا اتحمل في يوم بعدك,8,tarab,song,0.961229,0.759393,high,0.507208,mid
كلتلج لا تحبينه,8,tarab,song,0.955815,0.510907,mid,0.568289,mid
وتصفحت عيناك خارطة المكان,8,tarab,poem,0.950772,0.01657,low,0.318791,low
أما أنا، فسأدخل في شجر التوت,8,tarab,poem,0.966805,0.050147,low,0.372371,mid
سأحترف الرماية بالسهام !,8,tarab,poem,0.970604,0.039795,low,0.355604,mid
واستغرب الناس الخبر...,8,tarab,poem,0.952935,0.0,low,0.418554,mid
وما خليك,8,tarab,song,0.950323,0.847453,high,0.494897,mid
ويحسنوا التصويب,8,tarab,poem,0.956882,0.073597,low,0.212824,low
ولنختصر كل الطرق,8,tarab,poem,0.971301,0.000651,low,0.701542,high
وسأسقيك نبيذا أحمر..,8,tarab,poem,0.973202,0.033059,low,0.685154,high
والتقينا قبل هذا اليوم في هذا المكان !,8,tarab,poem,0.957669,0.005711,low,0.71521,high
أتيتك لم أقصد إلى غير مقصد,8,tarab,poem,0.956258,0.008046,low,0.469769,mid
أرتاح ، لا تتركني,8,tarab,poem,0.965611,0.222349,low,0.540316,mid
لا كل مل ولا تعب,8,tarab,song,0.953838,0.376124,mid,0.542984,mid
وأنا راجع أشوفك,8,tarab,song,0.954043,0.788855,high,0.652811,mid
و مسكت الشوك بايديك,8,tarab,song,0.952885,0.774288,high,0.390198,mid
لا تهتم بتكذيبها....,8,tarab,poem,0.953759,0.012465,low,0.520591,mid
وانزل بأغلب لا جاف ولا غالي,8,tarab,poem,0.958895,0.263644,low,0.391609,mid
سنرجئ حفل الزفاف,8,tarab,poem,0.959217,0.006634,low,0.295556,low
فلن تحكميه في بناتي ولا في ابني,8,tarab,poem,0.951964,0.035918,low,0.263274,low
لا تلوموني وارحموا,8,tarab,song,0.964151,0.333039,mid,0.407773,mid
لم تر أرضا ولم تسمع بساكنها,8,tarab,poem,0.960306,0.0,low,0.233856,low
وعيونك بتولع بلد,8,tarab,song,0.951143,0.768038,high,0.468026,mid
ولا لا لا لا .. لا لا لا لا,8,tarab,song,0.969526,0.415205,mid,0.850267,high
لا أريد,8,tarab,song,0.953984,0.001366,low,0.265474,low
ولا ادري يملوني,8,tarab,song,0.950402,0.439277,mid,0.164023,low
لا تعبر الحلق إلى داخلي,8,tarab,poem,0.957114,0.264822,low,0.520724,mid
ومرحبا بالسيد المفضل,8,tarab,poem,0.954652,0.000168,low,0.462113,mid
و خدنى حبيبي,8,tarab,song,0.951891,0.950393,high,0.529998,mid
ولا بيهمني,8,tarab,song,0.958885,0.799146,high,0.482453,mid
فجاءت,8,tarab,poem,0.962001,0.000324,low,0.240257,low
واترك الأمر إلى مالكه,8,tarab,poem,0.957215,0.108127,low,0.22839,low
ليشهدوا,8,tarab,poem,0.954434,0.022118,low,0.107065,low
وأسألوا مدى من الدم لو,8,tarab,poem,0.950896,0.795,high,0.584341,mid
لا أحد يلمس الضوء وينجو,8,tarab,poem,0.965101,0.251074,low,0.509112,mid
وتركتني في الكائنات,8,tarab,poem,0.950661,0.069553,low,0.520543,mid
ووجدنا طلقة في حلقه ..,8,tarab,poem,0.968287,0.097697,low,0.2069,low
ثم ودعني مرة ثانية,8,tarab,poem,0.959736,0.024137,low,0.20905,low
لا ترم براح,8,tarab,poem,0.953753,0.36586,mid,0.45314,mid
الله لايوفقهم,8,tarab,song,0.959355,0.560443,mid,0.260193,low
لاتبتعد عني,8,tarab,poem,0.954023,0.852433,high,0.676762,high
وتبادلنا حمامة,8,tarab,poem,0.971402,0.062784,low,0.352571,mid
وعشا صغيرا..,8,tarab,poem,0.966463,0.0,low,0.552167,mid
وخلقا طيبا حسنا عظيما,8,tarab,poem,0.956151,0.0,low,0.40395,mid
والقلب لا يضحك,8,tarab,poem,0.95358,0.14193,low,0.451247,mid
وحولها النبيذ إلى شظايا...,8,tarab,poem,0.953108,0.0,low,0.347713,mid
وهقولك اي,8,tarab,song,0.957475,0.868787,high,0.829091,high
ونحن الأصدقاء ولم نرجح,8,tarab,poem,0.975941,0.004866,low,0.290207,low
لا مبتعد حتى ابتعد لا مبتعد حتى ابتعد,8,tarab,song,0.966969,0.207557,low,0.56694,mid
فلم يستريثوك حتى رمي,8,tarab,poem,0.959678,0.227945,low,0.244245,low
قالوا ولم يكذبوا ولا صدقوا,8,tarab,poem,0.951706,0.009726,low,0.45136,mid
فحين لا ناصر لجأت إلى,8,tarab,poem,0.951692,0.081139,low,0.361248,mid
وجاءتني نهارا في النهار,8,tarab,poem,0.953433,0.002621,low,0.467252,mid
لم يتعدوا ولم يظلم,8,tarab,poem,0.954087,0.0,low,0.23016,low
فتحقق والتفاصيل جمل,8,tarab,poem,0.96511,0.03434,low,0.21612,low
لاتحضني لاارجوك,8,tarab,song,0.951061,0.395339,mid,0.320953,low
وأخبار بلادي...,8,tarab,poem,0.954718,0.09354,low,0.431628,mid
ولم تنظر لنفسك في صلاح,8,tarab,poem,0.957007,0.0,low,0.297928,low
وعاود في فعله واستمر,8,tarab,poem,0.964097,0.231144,low,0.2989,low
فقام في الباب قيام الضيف,8,tarab,poem,0.958578,0.0,low,0.233162,low
لا يغير حال,8,tarab,song,0.967146,0.008811,low,0.446247,mid
وكلما انفصلت عن واحدة,8,tarab,poem,0.956511,0.021319,low,0.522547,mid
فأراه ولا عيون تراني,8,tarab,poem,0.954674,0.019317,low,0.436239,mid
وصور ثم عباسا,8,tarab,poem,0.959229,0.388914,mid,0.208346,low
ومبروك علينا .. مبروك علينا,8,tarab,song,0.951078,0.282128,low,0.549812,mid
فصبرت بعد الأربعاء الرابع,8,tarab,poem,0.955532,0.0,low,0.345035,mid
تكفي فلا من ولا إمساك,8,tarab,poem,0.96427,0.0,low,0.362712,mid
لا تعتذر .. لا لا تعتذر,8,tarab,song,0.974068,0.024856,low,0.626074,mid
وبقوله هتنساني بينكر,8,tarab,song,0.960424,0.952423,high,0.440005,mid
وطاف البيت ثم سعى,8,tarab,poem,0.9525,0.023714,low,0.234087,low
وانتم لا هجوم ولا دفاع,8,tarab,poem,0.964961,0.003248,low,0.625681,mid
والحر لا وحما ولا مملولا,8,tarab,poem,0.959835,0.377772,mid,0.450163,mid
واتجمعوا الليلة ..,8,tarab,song,0.976208,0.508074,mid,0.712012,high
وأمرت أمرا واتخذت قرارا,8,tarab,poem,0.952928,0.0,low,0.417342,mid
فقصدت تسلك في الطريق الأقصر,8,tarab,poem,0.952103,0.189557,low,0.41905,mid
ونضرب لك سلام,8,tarab,song,0.950297,0.310767,low,0.324573,low
ومصر تستحق مجهودك الكبير,8,tarab,song,0.966609,0.025832,low,0.678114,high
فقمت بكأس قهوة فشننتها,8,tarab,poem,0.959332,0.166252,low,0.169042,low
بلا شغل ليشتغلو فيك,8,tarab,song,0.965956,0.936757,high,0.360046,mid
الله .. الله .. الله لا يحرمني منك,8,tarab,song,0.965121,0.647269,mid,0.26019,low
ومن يقذف الخود الحصان ولا يدري,8,tarab,poem,0.953602,0.193424,low,0.312952,low
وميتعبش باباة ولا مامتة ويصحصح ويروح مدرستة,8,tarab,song,0.957565,0.966712,high,0.309815,low
فأجعل النوم وردي,8,tarab,poem,0.961813,0.001579,low,0.502068,mid
لم تلاقي مسافر عايد,8,tarab,song,0.953975,0.448954,mid,0.414963,mid
وكلما حاولت أن تبتعدي,8,tarab,poem,0.962438,0.001862,low,0.410092,mid
ففعلنا وتركنا,8,tarab,poem,0.97299,0.039764,low,0.251416,low
ولا أرادا اعتزالا طول عمرهما,8,tarab,poem,0.959255,0.086043,low,0.25501,low
و اغير حتى عليك منك,8,tarab,song,0.952461,0.28656,low,0.554084,mid
وعيناي لم تنظر لكي أفهم الرمزا,8,tarab,poem,0.969492,0.0,low,0.386996,mid
وما اسمحلك,8,tarab,song,0.964392,0.606972,mid,0.198055,low
وعقربا بشرتا بالعجيب,8,tarab,poem,0.958982,0.0,low,0.26953,low
فلتحضري عناقيد العنب,8,tarab,poem,0.958728,0.065225,low,0.268173,low
لا أحد !,8,tarab,poem,0.966183,0.043641,low,0.764861,high
مش هكمل مش هحلل,8,tarab,song,0.953526,0.987505,high,0.460263,mid
ولا اكذب عليك ..,8,tarab,song,0.967854,0.087671,low,0.475941,mid
من سهل اربد لا عشب ولا ماء,8,tarab,poem,0.951899,0.460636,mid,0.789408,high
لا تبعدوا أو تسألوا لا تمنعوا,8,tarab,poem,0.963479,0.002006,low,0.550905,mid
فلا غناء ولا شراب,8,tarab,poem,0.962812,0.022215,low,0.458264,mid
لا يستطيعون إيناسي وإيحاشي,8,tarab,poem,0.956306,0.289173,low,0.184957,low
لا تمنعي من قبلتين ظريفا,8,tarab,poem,0.96864,0.175043,low,0.325364,low
ومعرفة بحالك والحقيقه,8,tarab,poem,0.958555,0.030559,low,0.290776,low
أو أعيدوا الشجار ثم أعدوا,8,tarab,poem,0.963463,0.001891,low,0.217228,low
ولا اشبع من حبيبي,8,tarab,song,0.972006,0.190306,low,0.645211,mid
ولن يأتوا .. ولن يأتوا,8,tarab,poem,0.976128,0.004129,low,0.310579,low
لاتسافر لبعيد,8,tarab,song,0.963634,0.478975,mid,0.242796,low
مره احچيلك وماعيد,8,tarab,song,0.951463,0.913693,high,0.415321,mid
وفكر شويي بحالي,8,tarab,song,0.952094,0.922622,high,0.346728,mid
فقنصت منه حمامة,8,tarab,poem,0.964157,0.204397,low,0.252652,low
وقربك,8,tarab,song,0.958299,0.038015,low,0.531535,mid
أو كلام من قريب,8,tarab,poem,0.951344,0.104233,low,0.340477,mid
لا توقظيني.,8,tarab,poem,0.973742,0.077363,low,0.414731,mid
.... وسوف أحمل للمسيح حذاءه الشتوي,8,tarab,poem,0.967396,0.022269,low,0.241778,low
وناداني عنان في شمالي,8,tarab,poem,0.952157,0.192525,low,0.336827,mid
والرائعة الحضور,8,tarab,poem,0.97033,0.018556,low,0.223063,low
فمررت بجامد,8,tarab,poem,0.952293,0.012866,low,0.159807,low
و انتهت سنة من عمرنا,8,tarab,poem,0.955999,0.012558,low,0.53694,mid
دم الشيخ فاشرب من دم الشيخ أو دعا,8,tarab,poem,0.958004,0.070582,low,0.438044,mid
ودعا يسأل لطفا,8,tarab,poem,0.960396,0.123424,low,0.240119,low
وجفت منك أوراقي,8,tarab,song,0.951754,0.182585,low,0.324187,low
ولا يروي عيوني بشر,8,tarab,song,0.958457,0.405972,mid,0.532581,mid
و البريء والصحاب,8,tarab,poem,0.950891,0.034,low,0.4947,mid
والتقينا بعد آباد,8,tarab,poem,0.95393,0.001595,low,0.527023,mid
لا بتهدى يوم ولا بترتاح,8,tarab,song,0.955282,0.781649,high,0.368813,mid
ثم اعيد شهرا .. لااصوم عامين ثم اعيد شهرا,8,tarab,song,0.962718,0.0,low,0.3017,low
فما قرعت لهم بابا لأدخله,8,tarab,poem,0.952596,0.004638,low,0.400797,mid
فشاطرته النص,8,tarab,poem,0.962612,0.141841,low,0.222224,low
وسلم إليه لا تخالف مراده,8,tarab,poem,0.951334,0.005193,low,0.394572,mid
وتشرب كأس عصير...,8,tarab,poem,0.957637,0.510015,mid,0.703452,high
لا تصالح،,8,tarab,poem,0.961064,0.022337,low,0.575494,mid
لا يكفيك,8,tarab,poem,0.954526,0.011957,low,0.516164,mid
سرقوا حبري ، وأوراقي ، ولم ..,8,tarab,poem,0.95012,0.272538,low,0.561903,mid
وقلت: لم أتعلم الكلمات بعد,8,tarab,poem,0.978827,0.0,low,0.571807,mid
سار الشباب فلم نعرف له خبرا,8,tarab,poem,0.960168,0.009661,low,0.243955,low
واخترت ليليات شوپان،,8,tarab,poem,0.964025,0.22609,low,0.630507,mid
وهي تدري ..,8,tarab,poem,0.953183,0.036531,low,0.301838,low
و الحقيقة الرائع انتي,8,tarab,song,0.961659,0.174109,low,0.527228,mid
وأكثر قول لا أدري,8,tarab,poem,0.967698,0.013687,low,0.568522,mid
ولا اعترفوا!!!,8,tarab,poem,0.971315,0.33139,mid,0.609897,mid
لا عقوبة لهما,8,tarab,poem,0.951583,0.0,low,0.414185,mid
و بدات اعيش,8,tarab,song,0.959423,0.026466,low,0.486632,mid
أنا لا يمكن أسمحلك,8,tarab,song,0.967515,0.387216,mid,0.430954,mid
والحلا زايد حلا,8,tarab,song,0.954363,0.874891,high,0.265768,low
لا يدخل الغرفه,8,tarab,poem,0.958892,0.273479,low,0.639062,mid
ولم تدع لي رأيا,8,tarab,poem,0.957903,0.0,low,0.183953,low
فلقيته أهلا وسهلا ومرحبا,8,tarab,poem,0.950904,0.094207,low,0.427744,mid
والشمس هدفنا وماها بعيد,8,tarab,song,0.956152,0.166285,low,0.448451,mid
لا تقترب مني .. لالا تكلمني,8,tarab,song,0.957178,0.387947,mid,0.510526,mid
الله لا يخليني منك,8,tarab,song,0.95701,0.917129,high,0.45009,mid
فلم تجد في جسمه جزءا بلا,8,tarab,poem,0.965902,0.0,low,0.178085,low
وانتصروا ...,8,tarab,poem,0.975306,0.152143,low,0.345873,mid
ومطلب جاء ولم أنتظر,8,tarab,poem,0.971534,0.003392,low,0.383074,mid
فلماذا لا يشبع الفقراء؟,8,tarab,poem,0.967151,0.0,low,0.227661,low
لم أصل بعد..,8,tarab,poem,0.957392,0.0,low,0.605833,mid
والعالم خاتم في يميني ..,8,tarab,song,0.955787,0.082656,low,0.597167,mid
فالصبح أبعد مني,8,tarab,poem,0.953902,0.108588,low,0.238547,low
فلتعش خضراؤنا,8,tarab,poem,0.957965,0.26307,low,0.657223,mid
فاسمح علينا بالسلام,8,tarab,poem,0.968393,0.030614,low,0.243327,low
ومفردة وما وضعت حبيبا,8,tarab,poem,0.965798,0.153296,low,0.226227,low
ولهذا لا نرى من,8,tarab,poem,0.955814,0.0,low,0.21862,low
ولا في المهرجان,8,tarab,song,0.952631,0.483847,mid,0.929478,high
وعاد…,8,tarab,song,0.968166,0.07268,low,0.418756,mid
لا يعود,8,tarab,song,0.952744,0.019972,low,0.19646,low
سماع مني ولا تجاوبني,8,tarab,song,0.970295,0.293417,low,0.560725,mid
ولا نعرف شيئا عن زرقة البحر,8,tarab,poem,0.959877,0.0,low,0.605128,mid
وعلى التلامذة الكرام فبلغن,8,tarab,poem,0.95032,0.012299,low,0.473865,mid
وعارفه احب,8,tarab,song,0.95277,0.706774,high,0.614076,mid
ولا من شاف ولا درى,8,tarab,song,0.95384,0.730411,high,0.380415,mid
وأسوي نفسي ما أدري كلمه وطلعت مني,8,tarab,song,0.958852,0.970076,high,0.36279,mid
وعيدي وارسلي سحرك كلمه,8,tarab,song,0.958942,0.384163,mid,0.468284,mid
وحصلت من ورق على ورق,8,tarab,poem,0.957063,0.01059,low,0.342709,mid
فقال نعم قلنا فأين فقال ها,8,tarab,poem,0.964656,0.0,low,0.522128,mid
وشديد علي غير اعتيادي,8,tarab,poem,0.953846,0.010749,low,0.302501,low
فأجابني بيمينها فملأتها,8,tarab,poem,0.9504,0.0,low,0.271121,low
ورحت لا ترجع لي وكمل غياب,8,tarab,song,0.958465,0.658352,mid,0.496483,mid
وقالت الحبيبه:,8,tarab,song,0.966202,0.003142,low,0.528897,mid
والصحاب قطعوني قطعوني قطعوني,8,tarab,song,0.955835,0.881719,high,0.456553,mid
فلماذا يزور الضحية كل مساء؟,8,tarab,poem,0.958812,0.0,low,0.217736,low
لا تشربن فشرب الخمر للملك,8,tarab,poem,0.96399,0.007158,low,0.572039,mid
ولا تسمع كلامن أو إشاعه,8,tarab,song,0.955983,0.046492,low,0.433668,mid
واسبقى الشمس إلى الماء,8,tarab,poem,0.958662,0.002463,low,0.280774,low
فاعذرونا ..,8,tarab,poem,0.968657,0.011678,low,0.20966,low
فهبني للأطفال الصغار,8,tarab,poem,0.9637,0.0,low,0.409801,mid
و روح وين ما اروح,8,tarab,song,0.952078,0.919466,high,0.677868,high
ولا ذوقت يوم هنا,8,tarab,song,0.955037,0.455223,mid,0.623035,mid
و ارحمني في التانية,8,tarab,song,0.957429,0.441897,mid,0.457311,mid
ولا كتابا ولا علما ولا خبرا,8,tarab,song,0.956089,0.044257,low,0.748053,high
و أنا عارفة ولا مرة جيت على بالك,8,tarab,song,0.965591,0.916552,high,0.779444,high
هم رفعوا يدي فلم تنلني,8,tarab,poem,0.954418,0.834878,high,0.370885,mid
فالمحسنون تزيدوا أعمالهم,8,tarab,poem,0.953197,0.004983,low,0.352463,mid
ويعطي الأموال ألفا فألفا,8,tarab,poem,0.957795,0.003125,low,0.322589,low
وثانيا,8,tarab,song,0.951072,0.004556,low,0.616888,mid
وهجرت مصر ومثلها لن تهجرا,8,tarab,poem,0.967174,0.053458,low,0.293067,low
حبيبي لا تعذبني,8,tarab,song,0.958401,0.205539,low,0.629372,mid
ونلتقي في القدس..,8,tarab,poem,0.952204,0.008095,low,0.247235,low
وتعاطها أن لم تجد,8,tarab,poem,0.955709,0.0,low,0.222289,low
لم أنصرف لأبيت حتى ألعبا,8,tarab,poem,0.967076,0.002834,low,0.267938,low
وأنصافا.,8,tarab,poem,0.961465,0.0,low,0.142165,low
فيقرب منه أو سعاد تساعد,8,tarab,poem,0.970117,0.027128,low,0.440738,mid
سنرجعه,8,tarab,song,0.951772,0.013083,low,0.764107,high
لا أفهمك.,8,tarab,poem,0.97077,0.017538,low,0.452284,mid
لم ألق ساعة راحة وسلام,8,tarab,poem,0.960681,0.003484,low,0.36221,mid
فشربنا حتى طربنا شرابا,8,tarab,poem,0.957969,0.004512,low,0.338011,mid
فقالت لا فقلت فلم,8,tarab,poem,0.968303,0.006514,low,0.663111,high
ناسيني و لا انا في بالك,8,tarab,song,0.951449,0.767502,high,0.762144,high
وبعده فالبحث في القيام,8,tarab,poem,0.969843,0.0,low,0.208333,low
فترقب عن قريب,8,tarab,poem,0.955523,0.006643,low,0.268935,low
لا خذينا ولا تركنا..,8,tarab,song,0.964855,0.326368,low,0.593683,mid
و لا تذهبان,8,tarab,poem,0.970203,0.015912,low,0.2206,low
لا تستقران في غرفة ولا يكفيهما الوقت,8,tarab,poem,0.965609,0.11687,low,0.553843,mid
