Sentence,Readability,source,type,readability_confidence,aldi_score,aldi_label,ags_score,ags_label,art_id,artist_id,artist_name,art_title,writer,composer,verse_order,origin,dialect,corpus_version,word_count
انتظرن . .,8,barec,,1.0,0.000492,low,0.509492,mid,,,,,,,,,,,
لكن هذا . .,8,barec,,1.0,0.004744,low,0.541326,mid,,,,,,,,,,,
لا أريد برياني,8,barec,,1.0,0.221325,low,0.302244,low,,,,,,,,,,,
فهو خير رفيق في مثل هذه الرحلات . .,8,barec,,1.0,3.9e-05,low,0.541373,mid,,,,,,,,,,,
يحفظ سورة البروج حفظا سليما .,8,barec,,1.0,0.0,low,0.429419,mid,,,,,,,,,,,
"أنا لا أشتم ,",8,barec,,1.0,0.015264,low,0.675681,high,,,,,,,,,,,
وأراهم بجواري وفي أحضاني,8,barec,,1.0,0.087596,low,0.233094,low,,,,,,,,,,,
"أما الأشخاص المحيطون به فجميعهم مخيبون للآمال ,",8,barec,,1.0,0.0,low,0.223335,low,,,,,,,,,,,
هل اختفى الشياطين فعلا ؟,8,barec,,1.0,0.0,low,0.273993,low,,,,,,,,,,,
س : ما هي أقوى أنواع الأحجار الكريمة ؟ ( أ ) حجر الياقوت ( ب ) حجر الفيروز ( ج ) حجر الألماس,8,barec,,1.0,0.0,low,0.823853,high,,,,,,,,,,,
"حسنا , أنت لا تؤمن بالسحر الأسود ؛",8,barec,,1.0,0.0,low,0.322426,low,,,,,,,,,,,
مر الوقت بطيئا حتى سمع بكاء المولود وبعده سمع بكاء صاحب الدار .,8,barec,,1.0,0.002458,low,0.416742,mid,,,,,,,,,,,
وهل من المعقول أن تعثر على طائر خرافي لا وجود له ؟,8,barec,,1.0,0.003853,low,0.236514,low,,,,,,,,,,,
"وهذه دعوة للمسلم للبحث والكشف عن أسرار الكون ,",8,barec,,1.0,0.0,low,0.528702,mid,,,,,,,,,,,
سأنادي أمك كي تتابعك وأنت تحفرين للوصول إلى الكنز !,8,barec,,1.0,0.005106,low,0.229973,low,,,,,,,,,,,
"وبعدها جاء أصدقائي وذهبت معهم ,",8,barec,,1.0,0.006689,low,0.294647,low,,,,,,,,,,,
"ثم أوقد عليها ألف سنة حتى ابيضت ,",8,barec,,1.0,0.01431,low,0.183263,low,,,,,,,,,,,
سترة لم أره يوما يرتديها وإن بدت لي مألوفة .,8,barec,,1.0,0.001429,low,0.143901,low,,,,,,,,,,,
نصد الشر ولا نهدا .,8,barec,,1.0,0.656867,mid,0.341463,mid,,,,,,,,,,,
سنثبتن الهاتف العمومي في مكانه الجديد .,8,barec,,1.0,0.0,low,0.368687,mid,,,,,,,,,,,
وقال . . اكتبوا في أعلى الورقة . . اختبار . . . !,8,barec,,1.0,0.247122,low,0.717378,high,,,,,,,,,,,
أم كريمة بالآيس كريم ؟ !,8,barec,,1.0,0.021138,low,0.551609,mid,,,,,,,,,,,
لا بأس . .,8,barec,,1.0,0.002918,low,0.621766,mid,,,,,,,,,,,
"ثم نظر داخلها , فلم ير شيئا .",8,barec,,1.0,0.0,low,0.093541,low,,,,,,,,,,,
وهذه الطرق لا تتضمن الإقناع .,8,barec,,1.0,0.0,low,0.448702,mid,,,,,,,,,,,
"أنس أمين بهذا الجمال , ونام على القش , نوما عميقا ؛",8,barec,,1.0,0.029516,low,0.41969,mid,,,,,,,,,,,
لماذا لا تثبت براءتي ؟,8,barec,,1.0,0.0,low,0.359492,mid,,,,,,,,,,,
أزواجهن .,8,barec,,1.0,0.357785,mid,0.575491,mid,,,,,,,,,,,
"فأخذ يتسلق الأحجار والصخور , ثم سار في طريق طويل ملتو . .",8,barec,,1.0,0.0,low,0.30798,low,,,,,,,,,,,
"نعم , لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟",8,barec,,1.0,0.0,low,0.254686,low,,,,,,,,,,,
معقول جدا !,8,barec,,1.0,0.021926,low,0.38895,mid,,,,,,,,,,,
"لحديقتنا في قريتنا باب و لا اسوار ,",8,barec,,1.0,0.264798,low,0.536037,mid,,,,,,,,,,,
"ولغة عجيبة , كم أنا وحيد",8,barec,,1.0,0.028124,low,0.533469,mid,,,,,,,,,,,
سأفكر في خطة للهرب من هذا المكان,8,barec,,1.0,0.004015,low,0.693924,high,,,,,,,,,,,
أتعلم من هذا الدرس أن :,8,barec,,1.0,0.0,low,0.879371,high,,,,,,,,,,,
وسنصل إلى هذا الرقم قريبا بإذن الله .,8,barec,,1.0,0.0,low,0.510282,mid,,,,,,,,,,,
مملكة العدل,8,barec,,1.0,0.0,low,0.448594,mid,,,,,,,,,,,
مايو سنة ١٩٣٨,8,barec,,1.0,0.056158,low,0.734167,high,,,,,,,,,,,
لا بأس . .,8,barec,,1.0,0.002918,low,0.621766,mid,,,,,,,,,,,
"وسوف ترون علاماته , وتشاهدون مقدماته .",8,barec,,1.0,0.006305,low,0.167104,low,,,,,,,,,,,
وهناك حالتان :,8,barec,,1.0,0.0,low,0.510294,mid,,,,,,,,,,,
"وهذا المكان ارتحنا كثيرا فيه ,",8,barec,,1.0,0.306613,low,0.495966,mid,,,,,,,,,,,
أو . .,8,barec,,1.0,0.16811,low,0.67126,high,,,,,,,,,,,
"ورجعنا إلى المنزل وحزمنا أمتعتنا , وذهبنا إلى المطار ورجعنا بنفس الطيران ,",8,barec,,1.0,0.279285,low,0.335217,mid,,,,,,,,,,,
"أما عنك , فأنت لا تؤمن بأي شيء , ولا حتى بالصحافة .",8,barec,,1.0,0.001106,low,0.520096,mid,,,,,,,,,,,
ثم رآها ترتفع به . . إلى أعلى . . إلى أعلى . . حتى وصل إلى الحجرة الأولى . .,8,barec,,1.0,0.013071,low,0.3032,low,,,,,,,,,,,
وأتحدث معك بكل صراحة . .,8,barec,,1.0,0.237963,low,0.331799,mid,,,,,,,,,,,
فاكهة أم خضار ؟,8,barec,,1.0,0.004397,low,0.652864,mid,,,,,,,,,,,
"ثانيا : أقرأ , ثم أحلل الكلمات إلى حروف ومقاطع :",8,barec,,1.0,0.0,low,0.462878,mid,,,,,,,,,,,
ألا تنظرين إلى أرجلي ؟,8,barec,,1.0,0.002731,low,0.415399,mid,,,,,,,,,,,
"ومرت الأيام وبلغت العروس الكبيرة الخامسة عشرة ,",8,barec,,1.0,0.006984,low,0.373913,mid,,,,,,,,,,,
وهي :,8,barec,,1.0,0.0,low,0.465886,mid,,,,,,,,,,,
سنقيم مخيمنا في الصحراء,8,barec,,1.0,0.0,low,0.348435,mid,,,,,,,,,,,
ولكن . .,8,barec,,1.0,0.003846,low,0.4434,mid,,,,,,,,,,,
"سأدعه يدخل لفترة قصيرة فقط > > ,",8,barec,,1.0,0.0,low,0.292465,low,,,,,,,,,,,
هل سنقسم أنفسنا أم نمضي كفريق واحد ؟,8,barec,,1.0,0.0,low,0.372086,mid,,,,,,,,,,,
لا تجعلني أختار لا يمكنني ذلك,8,barec,,1.0,0.0,low,0.320496,low,,,,,,,,,,,
ففي هذه المخلوقات دلالة وجود خالق لها,8,barec,,1.0,0.0,low,0.454817,mid,,,,,,,,,,,
وانج بنفسك . . . !,8,barec,,1.0,0.000271,low,0.283944,low,,,,,,,,,,,
ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,8,barec,,1.0,0.0,low,0.325453,low,,,,,,,,,,,
يجب على الفرد استخدام وسائل التواصل الاجتماعي بشكل صحيح ليتجنب المشاكل .,8,barec,,1.0,0.0,low,0.417365,mid,,,,,,,,,,,
حينئذ سنأخذها .,8,barec,,1.0,0.07921,low,0.171917,low,,,,,,,,,,,
ماذا لو اختفى عامل النظافة ؟,8,barec,,1.0,0.011191,low,0.352948,mid,,,,,,,,,,,
"ثم احترقت ثانيا سنة ٣٩٠ ميلادية ,",8,barec,,1.0,0.040967,low,0.381286,mid,,,,,,,,,,,
حمدا لله أن هناك رجال شرطة أذكياء مثل فهمان .,8,barec,,1.0,0.069683,low,0.543029,mid,,,,,,,,,,,
تحدثني تعلمني أن ما قد كان كان .,8,barec,,1.0,0.038247,low,0.469619,mid,,,,,,,,,,,
تحذير !,8,barec,,1.0,0.000498,low,0.46787,mid,,,,,,,,,,,
كم عدد القراءات الصحيحة للقرآن الكريم ؟ ( أ ) 7 قراءات ( ب ) 8 قراءات ( ج ) 9 قراءات ( د ) 10 قراءات,8,barec,,1.0,0.0,low,0.802666,high,,,,,,,,,,,
حدث أحد أصحاب ابن العميد فقال :,8,barec,,1.0,0.001282,low,0.399035,mid,,,,,,,,,,,
هل ستمطر في أي وقت اليوم ؟,8,barec,,1.0,0.0,low,0.609799,mid,,,,,,,,,,,
وارسم منحنياتك طوعا لي .,8,barec,,1.0,0.003169,low,0.401935,mid,,,,,,,,,,,
"ويقلبهم تبارك وتعالى يمينا وشمالا ؛ حتى لا تأكل الأرض ثيابهم وأجسادهم ,",8,barec,,1.0,0.01408,low,0.4126,mid,,,,,,,,,,,
"جايمس , , هو سرق كل شيء مني",8,barec,,1.0,0.662005,high,0.560451,mid,,,,,,,,,,,
قال أبو هريرة : جئت بمائة ألف . . ومائة ألف . . ومائة ألف . . ومائة ألف . . ومائة ألف .,8,barec,,1.0,0.362317,mid,0.743124,high,,,,,,,,,,,
وعليكم السلام ورحمة الله وبركاته,8,barec,,1.0,0.0,low,0.526514,mid,,,,,,,,,,,
أفسر المفردات القرآنية .,8,barec,,1.0,0.0,low,0.672873,high,,,,,,,,,,,
أتعلم من هذا الدرس أن :,8,barec,,1.0,0.0,low,0.879371,high,,,,,,,,,,,
وفلفل أخضر حار,8,barec,,1.0,0.344361,mid,0.545605,mid,,,,,,,,,,,
( ولكن هنا في ( ميرين لا أستطيع إظهار مواهبي,8,barec,,1.0,0.000931,low,0.389127,mid,,,,,,,,,,,
وبذور الخير بأيدينا,8,barec,,1.0,0.187979,low,0.369927,mid,,,,,,,,,,,
"وحصل منه على قيمة الفاتورة , وعلى بقشيش يتناسب مع قيمتها .",8,barec,,1.0,0.092379,low,0.343632,mid,,,,,,,,,,,
"أيضا أوائل الفنانين الشمال إفريقيين ؛ مارسوا مختلف الفنون ,",8,barec,,1.0,0.0,low,0.556785,mid,,,,,,,,,,,
للفرس الصهيل لمن إذا هديل ؟,8,barec,,1.0,0.270019,low,0.465309,mid,,,,,,,,,,,
وفى مركز الشرطة . .,8,barec,,1.0,0.002884,low,0.638573,mid,,,,,,,,,,,
فسلم عليهم وسألهم عن سبب جلوسهم في هذا المكان,8,barec,,1.0,0.012036,low,0.512497,mid,,,,,,,,,,,
أكتب لماذا لم يتمكن منصور من شراء هدية لصديقه خلفان .,8,barec,,1.0,0.0,low,0.376456,mid,,,,,,,,,,,
أتعلم من هذا الدرس أن :,8,barec,,1.0,0.0,low,0.879371,high,,,,,,,,,,,
' = = نظرة عامة = =,8,barec,,1.0,0.00701,low,0.566749,mid,,,,,,,,,,,
فقالت الوسطى : أنا .,8,barec,,1.0,0.032612,low,0.619128,mid,,,,,,,,,,,
أتعلم من هذا الدرس أن # _ _ #,8,barec,,1.0,0.003372,low,0.788093,high,,,,,,,,,,,
أقرأ الحديث قراءة سليمة معبرة .,8,barec,,1.0,0.0,low,0.255172,low,,,,,,,,,,,
وأنشدت هذا البيت :,8,barec,,1.0,0.0,low,0.562843,mid,,,,,,,,,,,
منير لا ىسرف في الماء أثناء الوضوء . ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.481116,mid,0.49994,mid,,,,,,,,,,,
مقدمة طبعة الأعمال غير الكاملة,8,barec,,1.0,0.0,low,0.393201,mid,,,,,,,,,,,
"5 - يتعرف الحركات الطويلة - مد ( الألف ) , وينطقها نطقا صحيحا .",8,barec,,1.0,0.042332,low,0.518181,mid,,,,,,,,,,,
أتعلم من هذا الدرس أن :,8,barec,,1.0,0.0,low,0.879371,high,,,,,,,,,,,
والآن يمكنك أن تتلو صلاتك .,8,barec,,1.0,0.0,low,0.421158,mid,,,,,,,,,,,
وتهاجر هذه الطيور في الشتاء إلى الجنوب بحثا عن الدفء .,8,barec,,1.0,0.0,low,0.522554,mid,,,,,,,,,,,
الخطوة الرابعة : 2 ديسمبر 1971م .,8,barec,,1.0,0.0,low,0.725717,high,,,,,,,,,,,
ولكن كيف عرفتني . .,8,barec,,1.0,0.085544,low,0.606189,mid,,,,,,,,,,,
وعلى زجاج تلك الواجهة المثيرة التصقت أنوف عدة أطفال مشردين ؛,8,barec,,1.0,0.001974,low,0.194044,low,,,,,,,,,,,
فسأل السلطان : < < من مرزوق هذا ؟ > > .,8,barec,,1.0,0.062267,low,0.547902,mid,,,,,,,,,,,
"فذهبنا وبعد وصولنا ذهبنا لمطعم البيك ,",8,barec,,1.0,0.018581,low,0.527871,mid,,,,,,,,,,,
"ولعبوا دورا كبيرا في نشره في البلاد الأخرى ,",8,barec,,1.0,0.0,low,0.559693,mid,,,,,,,,,,,
مرتين أو ثلاثا .,8,barec,,1.0,0.0,low,0.848661,high,,,,,,,,,,,
تحتل إفريقيا عالميا من حيث المساحة الترتيب : ( أ ) الأول ( ب ) الثاني ( ج ) الثالث ( د ) الرابع,8,barec,,1.0,0.0,low,0.72561,high,,,,,,,,,,,
وهكذا يتم إنتاج كتب إلكترونية وصحف ومجلات إلكترونية .,8,barec,,1.0,0.001025,low,0.384158,mid,,,,,,,,,,,
"وطفت الهند , طفت السند , طفت العالم الأصفر",8,barec,,1.0,0.352483,mid,0.528147,mid,,,,,,,,,,,
لكنك لا تمسك ورقة وقلما,8,barec,,1.0,0.020892,low,0.380567,mid,,,,,,,,,,,
وتظهر هذه العادات في السودان نظرا لاختلاط النسل العربي بالأفريقي .,8,barec,,1.0,0.0,low,0.490544,mid,,,,,,,,,,,
لا أدري . . . .,8,barec,,1.0,0.010054,low,0.607845,mid,,,,,,,,,,,
وكلانا بحر وسفينة .,8,barec,,1.0,0.018453,low,0.422275,mid,,,,,,,,,,,
فداواني وأطعمني وآوى وألبسني ثيابا من حرير,8,barec,,1.0,0.128356,low,0.315707,low,,,,,,,,,,,
أستخدم مهاراتي لأتعلم,8,barec,,1.0,0.0,low,0.699273,high,,,,,,,,,,,
أهلا .,8,barec,,1.0,0.003094,low,0.612467,mid,,,,,,,,,,,
لا افهم,8,barec,,1.0,0.004974,low,0.959639,high,,,,,,,,,,,
أتعلم من هذا الدرس أن # _ _ # :,8,barec,,1.0,0.004539,low,0.821256,high,,,,,,,,,,,
وحولها كراسي أشكالها عجيبة . .,8,barec,,1.0,0.0,low,0.264535,low,,,,,,,,,,,
أعطى الزمان فما قبلت عطاءه,8,barec,,1.0,0.006533,low,0.479187,mid,,,,,,,,,,,
"وتتم في غالب الأحيان في "" صيوان "" أو خيمة مجاورة للمنزل .",8,barec,,1.0,0.0,low,0.366442,mid,,,,,,,,,,,
وأيقظ فهد أصدقاءه,8,barec,,1.0,0.122691,low,0.174304,low,,,,,,,,,,,
وهكذا سأغطس هنا . .,8,barec,,1.0,0.287843,low,0.27231,low,,,,,,,,,,,
لا يعطوني حتى الزيادة السنويه المقدرة ب 1631 دولار,8,barec,,1.0,0.186296,low,0.573494,mid,,,,,,,,,,,
لا تدعيها وحدها في الحديقة,8,barec,,1.0,0.050831,low,0.471487,mid,,,,,,,,,,,
فقال القاضي : كل واحد يأخذ عصا ومن يشاهد ذبابة يضربها .,8,barec,,1.0,0.04068,low,0.28767,low,,,,,,,,,,,
ألون موقع السهل الساحلي الشرقي على الخريطة باللون الأخضر .,8,barec,,1.0,0.019441,low,0.814539,high,,,,,,,,,,,
وعن أي بلبل يتحدثون ؟,8,barec,,1.0,0.073354,low,0.250807,low,,,,,,,,,,,
ولكن لم يكذب المثل حيث قال :,8,barec,,1.0,0.0,low,0.479713,mid,,,,,,,,,,,
"فأثر هذا الكلام في نفس أبيه ,",8,barec,,1.0,0.006962,low,0.498925,mid,,,,,,,,,,,
وداعا فرنسا !,8,barec,,1.0,0.008445,low,0.436159,mid,,,,,,,,,,,
ماذا يعني هذا المثل ؟ نعم المؤدب : ( أ ) الأب ( ب ) السفر ( ج ) المعلم ( د ) الدهر,8,barec,,1.0,0.10723,low,0.544027,mid,,,,,,,,,,,
"فأجاب داني فأر المروج : "" لا شيء . """,8,barec,,1.0,0.0,low,0.424281,mid,,,,,,,,,,,
والمجتهدون منكم سيعرفون سبب مجيء هذه الألفات مقصورة .,8,barec,,1.0,0.005321,low,0.444769,mid,,,,,,,,,,,
ولكن,8,barec,,1.0,0.000878,low,0.361564,mid,,,,,,,,,,,
يغوص لأعماق الأشياء,8,barec,,1.0,0.0,low,0.260611,low,,,,,,,,,,,
وأوصى وقعد عندهم إلى تمام السنة,8,barec,,1.0,0.554039,mid,0.483654,mid,,,,,,,,,,,
"لا يجوز إبعاد المواطن عن الوطن , أو منعه من العودة إليه .",8,barec,,1.0,0.0,low,0.463545,mid,,,,,,,,,,,
شعر أو طين وحجار,8,barec,,1.0,0.2042,low,0.669283,high,,,,,,,,,,,
والآن . . سأطرق على الباب الخلفي !,8,barec,,1.0,0.020292,low,0.310475,low,,,,,,,,,,,
مرحبا بايون !,8,barec,,1.0,0.154322,low,0.319266,low,,,,,,,,,,,
"واستجبت له ,",8,barec,,1.0,0.014294,low,0.362052,mid,,,,,,,,,,,
والورد والندى صوت يشدو .,8,barec,,1.0,0.079111,low,0.258926,low,,,,,,,,,,,
ثانيا : جهود دولة الإمارات المستقبلية في مجال الطاقة .,8,barec,,1.0,0.0,low,0.654706,mid,,,,,,,,,,,
ودروب العلم تنادينا,8,barec,,1.0,0.172878,low,0.358399,mid,,,,,,,,,,,
""" تمتاز دولة الإمارات العربية المتحدة بطبيعتها الخلابة "" .",8,barec,,1.0,0.0,low,0.510285,mid,,,,,,,,,,,
حتى في العلوم ؟,8,barec,,1.0,0.0,low,0.598562,mid,,,,,,,,,,,
من هو ابن سيدنا آدم عليه السلام الأول ؟ ( أ ) هابيل ( ب ) قابيل ( ج ) محمد,8,barec,,1.0,0.108067,low,0.793135,high,,,,,,,,,,,
سأجلس بعيدا حتى تستطيع العمل في هدوء .,8,barec,,1.0,0.0,low,0.181525,low,,,,,,,,,,,
"فهزم نواب بنغالة سنة ١٧٥٦ , ونواب أودة سنة ١٧٦٤ ,",8,barec,,1.0,0.021578,low,0.407717,mid,,,,,,,,,,,
وعاقبة المؤمنين # .,8,barec,,1.0,0.0,low,0.230376,low,,,,,,,,,,,
"( 2 ) اغمسي قطع الدجاج في الخليط , واتركيه في الثلاجة لمدة ساعة تقريبا .",8,barec,,1.0,0.05031,low,0.605589,mid,,,,,,,,,,,
واستطاع المنتخب الكويتي الفوز بالكأس الآسيوية لأول مرة .,8,barec,,1.0,0.0,low,0.543521,mid,,,,,,,,,,,
أثري خبراتي :,8,barec,,1.0,0.12008,low,0.609915,mid,,,,,,,,,,,
لا تنسى أخاك,8,barec,,1.0,0.0,low,0.68316,high,,,,,,,,,,,
حتى ألوان عبور المشاة وتوقف السيارات معكوسة في هذا الكوكب العجيب ؟,8,barec,,1.0,0.0,low,0.382906,mid,,,,,,,,,,,
أعبر شفويا كيف ستتمكن الأسرة من توفير ثمن شراء السيارة .,8,barec,,1.0,0.0,low,0.361009,mid,,,,,,,,,,,
طفولة بريئة تجري أمام عيني الساهرة ولا أدري,8,barec,,1.0,0.0,low,0.293815,low,,,,,,,,,,,
واضطر أهلها لنقلها إلى إحدى المستشفيات بمحافظة الغربية .,8,barec,,1.0,0.0,low,0.453981,mid,,,,,,,,,,,
هل سنذهب بالحافلة ؟,8,barec,,1.0,0.0,low,0.122698,low,,,,,,,,,,,
"وليلة بعد ليلة وهي لا تكف عن الكلام المباح ,",8,barec,,1.0,0.0,low,0.460327,mid,,,,,,,,,,,
لا تجلس !,8,barec,,1.0,0.151724,low,0.29361,low,,,,,,,,,,,
ولهذا سماه الناس في المناطق المجاورة < < النهر الذهبي > > .,8,barec,,1.0,0.0,low,0.496225,mid,,,,,,,,,,,
فحسبناه فإذا هو ستة آلاف دينار,8,barec,,1.0,0.0,low,0.331672,mid,,,,,,,,,,,
ثم ساروا إلى الأمام أياما . . وأياما . . وأياما . .,8,barec,,1.0,0.00049,low,0.343323,mid,,,,,,,,,,,
أحضريه فورا .,8,barec,,1.0,0.132059,low,0.27009,low,,,,,,,,,,,
لا أعرف بالضبط لماذا اعتدنا أن نتبادل التحية بعد تلك الحادثة .,8,barec,,1.0,0.0,low,0.432636,mid,,,,,,,,,,,
أستخدم مهاراتي لأتعلم,8,barec,,1.0,0.0,low,0.699273,high,,,,,,,,,,,
فقال : ألقوا هذا السمك للجارية الطباخة,8,barec,,1.0,0.013527,low,0.445702,mid,,,,,,,,,,,
فدعاء تكتب ! !,8,barec,,1.0,0.003732,low,0.301522,low,,,,,,,,,,,
وقليل خير من لا شيء . . > >,8,barec,,1.0,0.000725,low,0.550902,mid,,,,,,,,,,,
فينحني عليه باربو ؛ ليتأكد موته,8,barec,,1.0,0.252699,low,0.340149,mid,,,,,,,,,,,
لم أقم بالحجز .,8,barec,,1.0,0.0,low,0.445343,mid,,,,,,,,,,,
"أقرأ الحوار الآتي بمساعدة معلمتي , ثم أجيب :",8,barec,,1.0,0.0,low,0.362723,mid,,,,,,,,,,,
أشتري الحاجيات من مقصف المدرسة . ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.257614,low,0.490172,mid,,,,,,,,,,,
سيتم اختيار الفائزين بالقرعة من بين المشاركين في المسابقة .,8,barec,,1.0,0.0,low,0.723467,high,,,,,,,,,,,
طبعا . .,8,barec,,1.0,0.041336,low,0.583724,mid,,,,,,,,,,,
وفى مكان آخر . . . .,8,barec,,1.0,0.005144,low,0.738128,high,,,,,,,,,,,
هل أخافهم الرجل الضخم فلاذوا بالفرار حفاظا على حياتهم ؟,8,barec,,1.0,0.002774,low,0.26955,low,,,,,,,,,,,
"نلاحظ الصور , ونربط بينها وبين الآيات , ثم نتحدث عنها :",8,barec,,1.0,0.0,low,0.253851,low,,,,,,,,,,,
وتساعد الناس على معرفة عادات وتقاليد دول أخرى .,8,barec,,1.0,0.0,low,0.720765,high,,,,,,,,,,,
وأسرعت الفتاة وأحضرت المنديل,8,barec,,1.0,0.010647,low,0.314768,low,,,,,,,,,,,
"علق "" م "" : إذن فنحن أمام شخص قوي يدير عصابة بمفرده",8,barec,,1.0,1.9e-05,low,0.274553,low,,,,,,,,,,,
ثم قم بتقسيم المواد التي جمعتها إلى أنواع,8,barec,,1.0,0.0,low,0.275055,low,,,,,,,,,,,
سأذهب لاستقباله !,8,barec,,1.0,0.016995,low,0.099058,low,,,,,,,,,,,
من فضلك أرني جواز سفرك .,8,barec,,1.0,0.059176,low,0.598907,mid,,,,,,,,,,,
"جاهدوا مع النبي القائد ,",8,barec,,1.0,0.023074,low,0.539434,mid,,,,,,,,,,,
"بعد عودتنا إلى السودان لم نفقد الأمل في رحمة الله ,",8,barec,,1.0,0.0,low,0.340707,mid,,,,,,,,,,,
"فحضروا جميعا هم وزوجاتهم وأبناؤهم , مرتدين أفخر الملابس , ومتزينين بالحلي والجواهر .",8,barec,,1.0,0.0,low,0.259045,low,,,,,,,,,,,
"أقرأ النص قراءة جهرية مراعيا مخارج الحروف , وضبط الكلمات .",8,barec,,1.0,0.0,low,0.298684,low,,,,,,,,,,,
لن أجد هناك أي شيء .,8,barec,,1.0,0.0,low,0.233967,low,,,,,,,,,,,
"ثانيا : أختار الكلمة المناسبة , ثم أقرأ الجملة كاملة :",8,barec,,1.0,0.0,low,0.430508,mid,,,,,,,,,,,
أسمع الحديث جيدا .,8,barec,,1.0,0.0,low,0.367583,mid,,,,,,,,,,,
وبعد قليل تركت نفسها تغرق وتموت . .,8,barec,,1.0,0.025293,low,0.362233,mid,,,,,,,,,,,
كيف يفترض أن أتصرف هناك ؟,8,barec,,1.0,0.004317,low,0.276678,low,,,,,,,,,,,
سمير لا ىصوم في رمضان دون عذر . ( أ ) صح ( ب ) خطأ,8,barec,,1.0,0.410011,mid,0.562128,mid,,,,,,,,,,,
"ليذهب كل واحد منا في اتجاه , يبحث عنه "" .",8,barec,,1.0,0.0,low,0.252573,low,,,,,,,,,,,
وشعره أصفر أحمر يلمع مثل اللهب والنار . .,8,barec,,1.0,0.295042,low,0.645108,mid,,,,,,,,,,,
أستخدم مهاراتي ؛ لأتعلم,8,barec,,1.0,0.000709,low,0.57793,mid,,,,,,,,,,,
' = = = البدايات ( 1900 - 1965 ) = = =,8,barec,,1.0,0.020676,low,0.694243,high,,,,,,,,,,,
فندمت على ذبحها حيث لا ينفعني الندم,8,barec,,1.0,0.080662,low,0.376626,mid,,,,,,,,,,,
"وحاول أن يتدارك أمره , فلم يستطع حماية نفسه من الوقوع .",8,barec,,1.0,0.0,low,0.191019,low,,,,,,,,,,,
ففتح الملك ست ورقات ونظر فيها فلم يجد كتابة,8,barec,,1.0,0.0,low,0.185314,low,,,,,,,,,,,
ولن يسمح لهؤلاء الألمان أن يسلبوا منه أغلى شيء يملكه .,8,barec,,1.0,0.0,low,0.252072,low,,,,,,,,,,,
"لكن هذه الحياة ,",8,barec,,1.0,0.0,low,0.491085,mid,,,,,,,,,,,
الآن . . لا فرصة لديه للفوز !,8,barec,,1.0,0.002894,low,0.499843,mid,,,,,,,,,,,
كي ننجح في آخر العام .,8,barec,,1.0,0.0,low,0.215323,low,,,,,,,,,,,
لا تقتلني لا تطردني,8,barec,,1.0,0.044915,low,0.743424,high,,,,,,,,,,,
وأين هادي ؟,8,barec,,1.0,0.126563,low,0.683174,high,,,,,,,,,,,
و لن أنسى . . .,8,barec,,1.0,0.0,low,0.470169,mid,,,,,,,,,,,
هذا الولد أخذ درسا لن ينساه !,8,barec,,1.0,0.0071,low,0.465639,mid,,,,,,,,,,,
ما هو عملي لا أعرف,8,barec,,1.0,0.004418,low,0.62537,mid,,,,,,,,,,,
فما من شعاع نور يقدر على اختراقها . .,8,barec,,1.0,0.0,low,0.3826,mid,,,,,,,,,,,
ثم أنتظر .,8,barec,,1.0,0.0,low,0.193224,low,,,,,,,,,,,
ثم ابدأ بلصق كل مادة على ورقة منفصلة في الدفتر .,8,barec,,1.0,0.0,low,0.36008,mid,,,,,,,,,,,
"كلا , لم أفعل",8,barec,,1.0,0.0,low,0.40214,mid,,,,,,,,,,,
وحبه وسيلة وغاية .,8,barec,,1.0,0.089265,low,0.38788,mid,,,,,,,,,,,
"ففي سنة 1921 , انتقلوا إلى أسيوط , ثم انتقلوا سنة 1923 إلى الخطاطبة .",8,barec,,1.0,0.02939,low,0.680934,high,,,,,,,,,,,
"فألف الكتاب على ألسن الحيوان والطير وأسماه : "" كليلة ودمنة "" .",8,barec,,1.0,0.008085,low,0.610514,mid,,,,,,,,,,,
"وبعضها شملت علم الجبر , إما كليا أو جزئيا .",8,barec,,1.0,0.0,low,0.456592,mid,,,,,,,,,,,
أشرح المعنى الإجمالي للآيات .,8,barec,,1.0,0.0,low,0.651548,mid,,,,,,,,,,,
فقالوا له : - غدا صباحا . . نخرج لنبحث عن عمل شريف . .,8,barec,,1.0,0.0,low,0.420734,mid,,,,,,,,,,,
"تفرقت الجموع ولا تفرق , ونزل كل في خيمته ,",8,barec,,1.0,0.051676,low,0.428965,mid,,,,,,,,,,,
"وتحولت سيارته المصفحة إلى غواصة صغيرة , غاصت في الأعماق .",8,barec,,1.0,0.019679,low,0.306471,low,,,,,,,,,,,
"قال جدي : "" سنرى البلد برمته ! """,8,barec,,1.0,0.115074,low,0.255236,low,,,,,,,,,,,
فماذا تفعل من أجل أن تقدم لهن كتابا رائعا .,8,barec,,1.0,0.0,low,0.358999,mid,,,,,,,,,,,
"وأضافت دعاء : "" وقرص الشمس بجناحيه المتميزين , يطل على كل ركن فيها "" .",8,barec,,1.0,0.007891,low,0.442066,mid,,,,,,,,,,,
أسمع الآيات الكريمة تسميعا متقنا .,8,barec,,1.0,0.0,low,0.460382,mid,,,,,,,,,,,
