Sentence,Readability,aldi_score,aldi_label,ags_score,ags_label
"بدأت الجزائر المعاصرة تشكل نفسها في بداية إيالة الجزائر , أي في القرن السادس عشر .",12,0.000000,low,0.407585,mid
"بعد الاحتلال والإستعمار الفرنسي ظهرت الحركات القومية في بداية القرن العشرين وأدت إلى اندلاع ثورة التحرير الجزائرية في عام 1954 , وهي كفاح مسلح انتهى باستقلال البلاد في عام 1962 , ودسترة الدولة القومية الحالية .",14,0.000000,low,0.536620,mid
' = = قبل التاريخ = =,7,0.011980,low,0.734733,high
' = = = العصر الحجري القديم = = =,12,0.008572,low,0.754836,high
اكتشف أقدم بقايا للإنسان في شمال أفريقيا في موقع عين لحنش قرب سطيف .,14,0.024293,low,0.612873,mid
يعتبر الموقع أقدم موقع أثري في شمال أفريقيا .,10,0.000000,low,0.647357,mid
صنفت أعمار البقايا إلى 1 . 8 مليون سنة .,12,0.001481,low,0.574287,mid
موقع تغنيف,12,0.088249,low,0.527686,mid
"أسفر موقع أشوليني في تغنيف بولاية معسكر عن رفات يقدر عمرها بين 800 , 000 و400 , 000 قبل الميلاد",14,0.000000,low,0.510794,mid
"ومن بين هذه الآثار , التي تتألف أساسا من عظام الحيوانات ومجسمات من الحجر المنحوت , اكتشف علماء الآثار عظام اسلاف الانسان ,",14,0.000000,low,0.555847,mid
ويعتبر رجل تغنيف أقدم ممثل معروف من سكان شمال افريقيا .,11,0.000000,low,0.595163,mid
"يعتقد بعض العلماء ان الإنسان العاقل القادم من القرن الأفريقي أستوطن الجزائر , وتمركز في المغرب الأوسط لمدة 150 قرنا أي من سنة 000 250 إلى 000 50 قبل الميلاد , حتى نهاية العصر الحجري القديم الوسيط .",14,0.000000,low,0.612906,mid
"من 50 , 000 وحتى 20 , 000 قبل الميلاد فسحت الأشولينية المجال للعاترية .",15,0.017965,low,0.393960,mid
العاترية,12,0.042301,low,0.584143,mid
"تعود عموما إلى العصر الحجري القديم الأوسط والأعلى ,",14,0.000082,low,0.440501,mid
"تعرف الحضارة العاترية من بقايا اكتشفت في الموقع المسمى بئر العاتر في ولاية تبسة , وهي تمتد إلى ثورة العصر الحجري الحديث نحو 7500 قبل الميلاد .",14,0.000000,low,0.542122,mid
"شهدت هذه الفترة , حوالي 20 , 000 قبل الميلاد هطول أمطار غزيرة في الصحراء الكبرى وشمال الجزائر ,",14,0.000000,low,0.616816,mid
"عرفت المنطقة مناخ رطب جدا شجع في نمو مجموعات من الفيلة وزرافات ووحيدي القرن وغيرها , والتي طاردها وإصطادها العاتريين بأعداد كبيرة .",12,0.002028,low,0.332829,mid
"وقد كشفت الحفريات الأثرية أسلحة متطورة للغاية , وربما استخدمت للصيد , وهي مصنوعة من الحجر والخشب وحتى الحبال .",11,0.000000,low,0.365789,mid
أول مدبب للرماح في شمال إفريقيا هم العاتريين ويسمون الوهرانيون ( أيضا إيبيروموريسيين ) .,14,0.036786,low,0.376186,mid
ويبدو أن هذه الصناعات ظهرت حوالي 000 15 قبل الميلاد .,10,0.000000,low,0.487123,mid
"حول وهران في غرب الجزائر , قبل أن تنتشر عبر ساحل شمال افريقيا لمدة خمس آلاف سنة التي تلت .",12,0.000300,low,0.715189,high
' = = = العصر الحجري الحديث = = =,14,0.003740,low,0.716520,high
"إختفت العاترية في 7500 قبل الميلاد , خلال ثورة العصر الحجري الحديث , مع الثورة الزراعية ظهرت المجتمعات الحضر التي تنتج المواد الغذائية من خلال الزراعة والتدجين .",14,0.005077,low,0.541169,mid
في الجزائر هذه الثورة أدت إلى الحضارة القبصية .,14,0.000000,low,0.596955,mid
' = = = فجر التاريخ = = =,11,0.197890,low,0.701301,high
ظهرت الحضارة القبصية مع ثورة العصر الحجري الحديث بين 9000 و7500 قبل الميلاد .,14,0.000000,low,0.614617,mid
واستمرت حتى ظهور العصر الحديدي حوالي 2000 قبل الميلاد .,14,0.000000,low,0.514857,mid
"ظهرت أولا في جنوب قسنطينة , قبل أن تنتشر في جميع أنحاء المنطقة المغاربية .",9,0.000000,low,0.613822,mid
القبصيين الذين سكنوا المخيمات المصنوعة من الأكواخ والأغصان استقروا عموما على مواقع بالقرب من أحد الوديان أو الممرات الجبلية .,14,0.000000,low,0.492809,mid
"في ذلك الوقت معظم شمال إفريقيا كان مثل السافانا , كما هو الحال في شرق أفريقيا اليوم , إضافة لغابات البحر المتوسط على المرتفعات العالية .",12,0.000000,low,0.496601,mid
"أيضا أوائل الفنانين الشمال إفريقيين ؛ مارسوا مختلف الفنون ,",8,0.000000,low,0.556785,mid
"منها الفن الزخرفي والمجوهرات مثل القلائد المصنوعة من الصدف , والعديد من اللوحات التجريدية والتصويرية .",15,0.001627,low,0.548592,mid
"عثر بالفعل على مخزون هائل من قواقع الحلزون الفارغة التي يعود تاريخها إلى الفترة القبصية , منها في مشتى سيدي لعربي بولاية قسنطينة .",14,0.000000,low,0.384109,mid
"من وجهة نظر تشريحية القبصيين هم إثنيا نوعان : ميشتا أفالا ( المشتويد ) وأوائل المتوسطيين ( البحر الأبيض المتوسط ) ,",14,0.111056,low,0.541244,mid
وبعضهم يعتقد أنهم هاجروا من الشرق ؛ وهذا الأخير إستوعبه السكان الأقدم ( المشتويد ) .,12,0.001571,low,0.498734,mid
"حوالي 3000 قبل الميلاد , بدأ القبصيين الهجرة جنوب الأطلس التلي والإستقرار خارج باتنة الحالية وتدريجيا إلى حدود الصحراء الكبرى التي كانت في ذلك الوقت أكثر جنوبا , إلى تمنراست الحالية .",14,0.000000,low,0.490087,mid
"وخلال هذه الفترة نفسها , جفت الصحراء الكبرى بسرعة , وأصبحت صحراء قاحلة للغاية , كما نعرفها اليوم .",14,0.000000,low,0.347046,mid
"وبما أن المنطقة المغاربية لم تعرف العصر البرونزي , مثل كل أفريقيا , نجت الحضارة القبصية حتى بداية العصر الحديدي , مؤرخة مع ظهور الأفران حوالي 1500 قبل الميلاد .",14,0.000000,low,0.429451,mid
"وقد تم التخلي عن هذه الرسالة القديمة من الانتقال المباشر إلى العصر الحديدي , مع اكتشاف تمثيلات الأسلحة المعدنية على المنحوتات الصخرية من الأطلس المغربي العالي .",14,0.000000,low,0.465079,mid
ترك القبصيين الذين هاجروا إلى الصحراء الكبرى ورائهم لوحات صخرية رائعة مثل تلك التي في طاسيلي ناجر والتي يرجع تاريخها إلى فترة 5000 إلى 1500 قبل الميلاد .,14,0.000000,low,0.414710,mid
"أو تلك الموجودة في منطقة البيض ,",8,0.000000,low,0.453008,mid
"وكلاهما يشهد على طريقة الحياة , وممارسات الصيد والزراعة وطقوس القبصيين , فضلا عن التجفيف التدريجي للصحراء الكبرى الذي بدأ من 2600 قبل الميلاد .",15,0.000000,low,0.408833,mid
"إن جفاف الصحراء الذي تلى هذه الحضارة جعل من الممكن الحفاظ على هذه الأعمال بشكل طبيعي في متاحف الهواء الطلق , وهذا عبر عدة آلاف من السنين .",12,0.000000,low,0.447612,mid
"واليوم , فإن التباين بين رفاهية الحياة البرية التي رسمت على هذه اللوحات والجفاف الحالي للصحراء يزيد من جاذبيتها التاريخية والفنية .",14,0.002733,low,0.508665,mid
"وللأسف , فإن هذه المواقع الصخرية في الصحراء الكبرى تهددها في الوقت الحاضر تواتر السياحة والتدهور الناجم عنها .",11,0.000000,low,0.384487,mid
استخدمت العديد من الآلات لقياس وتتبع الوقت عبر آلاف السنين .,10,0.000000,low,0.377546,mid
"فقد اعتمد الإنسان على النظام الستيني لقياس الوقت منذ نحو ألفي سنة قبل الميلاد ,",10,0.000000,low,0.512769,mid
"وقد قسم المصريون القدماء اليوم إلى فترتين كل منهما 12 ساعة , واستخدموا المسلات الكبيرة لتتبع حركة الشمس .",13,0.000000,low,0.452732,mid
"كما طوروا الساعات المائية , والتي يرجح أنها استخدمت للمرة الأولى في فناء آمون - رع , ومنها انتشرت إلى خارج مصر , حيث استخدمها الإغريق , وأطلقوا عليها اسم clepsydrae .",12,0.000000,low,0.452960,mid
"ويعتقد أن الصينيين في عهد أسرة شانغ قد استخدموا أيضا الساعات المائية في نفس الفترة , نقلا عن بلاد الرافدين .",14,0.000000,low,0.555494,mid
"تتضمن آلات قياس الوقت القديمة أيضا , الساعة الشمعية التي استخدمت في الصين واليابان وإنجلترا والعراق , والمزولة التي انتشرت على نطاق واسع في الهند والتبت وأجزاء من أوروبا , والساعة الرملية وفكرتها مشابهة لفكرة الساعة المائية .",14,0.000000,low,0.490749,mid
"اعتمدت أقدم الساعات على الظل الناتج عن سقوط أشعة الشمس على الأجسام , والذي كان الاعتماد عليه غير مجدي في الجو الغائم أو في الليل , كما كان يتطلب إعادة المعايرة مع تغير الفصول ( وذلك عندما يصبح مؤشر الساعة الشمسية غير متطابق مع محور الأرض ) .",12,0.000000,low,0.317698,low
"أما أقدم ساعة معروفة تستخدم تقنية ميزان الساعة المدفوع بقوة المياه , والذي ينقل طاقة الدوران إلى حركة متقطعة تناوبية , فتعود نشأتها إلى القرن الثالث قبل الميلاد في اليونان القديمة ,",14,0.000000,low,0.343043,mid
"وفي القرن العاشر الميلادي , اخترع المهندسون الصينيون ساعات تستخدم تقنية ميزان الساعة المدفوع بتساقط الزئبق بديلا عن الماء ,",14,0.005338,low,0.506716,mid
"وفي القرن التالي , صنع المهندسون المسلمون ساعات مائية تدور بالمسننات .",7,0.031562,low,0.634829,mid
"أما الساعات الميكانيكية التي استخدمت تقنية ميزان الساعة ذي القضيب , فقد اخترعت في أوروبا في بداية القرن الرابع عشر الميلادي , والتي ظلت أكثر آلات قياس الوقت شيوعا حتى اختراع الساعات الزنبركية وساعات الجيب في القرن السادس عشر الميلادي , ثم اختراع الساعات البندولية في القرن السابع عشر الميلادي .",15,0.000000,low,0.527170,mid
"وفي القرن العشرين , اخترعت المتذبذبات البلورية ثم الساعات الذرية .",14,0.000000,low,0.513280,mid
"وبالرغم من أن الأولى استخدمت أولا في المعامل , إلا أنه نظرا لدقة المتذبذبات البلورية وسهولة تصنيعها , فقد استخدمت في ساعات اليد .",12,0.000000,low,0.472886,mid
"وتعتبر الساعات الذرية الأكثر دقة على الإطلاق أكثر من أي آلة قياس وقت أخرى , لذا فهي تستخدم لمعايرة الساعات الأخرى , كما يعتمد عليها في التوقيت الذري العالمي والتوقيت العالمي المنسق .",14,0.000000,low,0.414365,mid
' = = آلات قياس الوقت الأولى = =,5,0.002019,low,0.667120,high
"اعتمدت العديد من الحضارات القديمة على ملاحظة الأجرام السماوية كالشمس والقمر , لتحديد الأوقات والتواريخ , والفصول .",14,0.000000,low,0.621415,mid
"نشأت أنظمة العد الستينية الشائعة الآن في العالم الغربي لقياس الزمن , قبل حوالي 4000 سنة في بلاد الرافدين ومصر .",12,0.000000,low,0.637578,mid
وقد وضعت بلاد أمريكا الوسطى نظاما مماثلا في وقت لاحق .,10,0.000000,low,0.265653,low
يعتقد أن أول التقاويم وضعها الصيادون خلال العصر الجليدي الأخير الذين وظفوا أدوات مثل العصي والعظام لتتبع أدوار القمر أو المواسم .,12,0.000000,low,0.398117,mid
"بنيت دوائر الحجر , أمثال ستونهنج بإنجلترا , في أجزاء مختلفة من العالم , خصوصا في أوروبا ما قبل التاريخ , ويعتقد أنها كانت تستخدم للتوقيت والتنبؤ بالأحداث الموسمية والسنوية مثل الاعتدالين أو انقلاب الشمس الصيفي .",14,0.000000,low,0.643876,mid
"ولما كانت تلك الحضارات الميغاليثية , لم تترك تاريخا مسجلا , لذا فإننا لا نعرف إلا القليل عن التقويمات الخاصة بهم أو وسائل تحديد الوقت .",16,0.000000,low,0.425804,mid
' = = = ( 3500 ق . م - 500 ق . م ) = = =,13,0.062177,low,0.827139,high
كانت المزولة الشمسية التي تعتمد على الظل لتحديد الوقت أول الأجهزة المستخدمة لقياس أجزاء من اليوم الواحد .,14,0.000000,low,0.554197,mid
"كانت أقدم ساعات الظل المعروفة مصرية , وكانت تصنع من الشست الأخضر .",10,0.003249,low,0.707759,high
"كما تعتبر المسلات المصرية القديمة , التي شيدت حوالي عام 3500 قبل الميلاد , أيضا من بين أقدم ساعات الظل المعروفة .",14,0.000000,low,0.570601,mid
"قسمت ساعات الظل المصرية اليوم إلى 10 أجزاء , مع 4 ساعات إضافية تسمى ساعات "" الشفق "" , اثنتان منهما في الصباح , واثنتان في المساء .",14,0.000000,low,0.730370,high
ويتكون أحد أنواع ساعات الظل من ساق طويلة مع خمس علامات متغيرة وعارضة مرتفعة تلقي بظلالها على هذه العلامات .,12,0.000000,low,0.295171,low
"كانت تلك الساعة توضع شرقا في الصباح , ثم تحول غربا في الظهيرة .",10,0.000000,low,0.340371,mid
"وتعمل المسلات بالطريقة نفسها تقريبا : يقع الظل على العلامات , فتسمح للمصريين بحساب الوقت .",14,0.023405,low,0.401134,mid
"كما تشير المسلة أيضا إلى ما إذا كان الوقت صباحا أو بعد الظهر , وكذلك إذا ما كان شتاء أم صيفا .",12,0.000000,low,0.495892,mid
"نوع آخر من ساعات الظل , صنعت حوالي عام 1500 ق . م , كان على شكل زاوية قائمة تقيس مرور الزمن بواسطة ظل العارضة الواقع على تدريج غير خطي .",14,0.002142,low,0.514187,mid
"كانت الزاوية توجه شرقا في الصباح , ويعكس اتجاهها ظهرا , بحيث تلقي بالظل في الاتجاه المعاكس .",14,0.000000,low,0.370388,mid
"على الرغم من دقة ساعات الظل التي تعتمد على الشمس , إلا أنها كانت عديمة الفائدة ليلا وفي الطقس الغائم .",12,0.000000,low,0.406116,mid
"لذا طور المصريون عددا من آلات ضبط الوقت البديلة , بما في ذلك الساعات المائية والساعات الرملية , ونظام لتتبع حركة النجوم .",12,0.000000,low,0.326361,low
"أقدم وصف للساعة المائية هو ما نقش في مقبرة الموظف الرفيع في البلاط الملكي أمنمحات التي تعود للقرن السادس عشر قبل الميلاد , وبما يفيد أنه مخترعها .",14,0.000000,low,0.435271,mid
"وكانت هناك عدة أنواع من الساعات المائية , وبعضها أكثر تعقيدا من غيرها .",12,0.000000,low,0.388374,mid
"أحد أنواعها عبارة عن وعاء مع ثقوب صغيرة في القاع , والذي يطفو على سطح الماء وتسمح له الثقوب أن يملأ بمعدل شبه ثابت ؛",12,0.000000,low,0.338503,mid
وتشير علامات على جانب الوعاء إلى الوقت المنقضي كلما وصل سطح الماء إليها .,10,0.000000,low,0.432577,mid
"أما أقدم ساعة مائية معروفة , فقد تم العثور عليها في قبر الفرعون أمنحتب الأول ( 1525 - 1504 قبل الميلاد ) , مما يوحي أنها استخدمت لأول مرة في مصر القديمة .",14,0.000000,low,0.484825,mid
"ويعتقد أيضا أن المصريين القدماء هم مخترعو الساعة الرملية , والتي تتكون من غرفتين زجاجيتين متقابلتين رأسيا متصلتين بواسطة فتحة صغيرة .",12,0.000000,low,0.462169,mid
"عندما تقلب الساعة الرملية , تتساقط حبات الرمل من الغرفة العلوية إلى السفلية بمعدل ثابت .",10,0.000000,low,0.320244,low
"هناك طريقة أخرى استخدمها المصريون لتحديد الوقت ليلا عن طريق استخدام خطوط رأسية تدعى مرخت , والتي استخدمت منذ عام 600 ق . م تقريبا , بحيث يضبط اثنين من الخيوط أحدهما مع نجم الشمال والآخر مع نجم القطب لإنشاء خط زوال سماوي بين الشمال والجنوب .",14,0.000000,low,0.560078,mid
ويتم قياس الوقت بدقة من خلال مراقبة نجوم معينة عند عبورها هذا الخط .,10,0.000000,low,0.432267,mid
تاريخ الأديان يشير إلى سجل من الأفكار والتجارب العقدية التي اعتقدها الإنسان من سالف الأزمان .,14,0.000000,low,0.630153,mid
ويبدأ هذا السجل من تاريخ الأديان مع اختراع الكتابة تقريبا قبل خمسة آلاف عام أي ما يوافق عام 3000 ق . م في الشرق الأدنى .,14,0.001625,low,0.712187,high
أما فترة ما قبل تأريخ الديانات فهي تتعلق بدراسة العقائد الدينية التي وجدت قبل ظهور سجلات مكتوبة .,14,0.000000,low,0.583449,mid
أما الجدول الزمني للديانة فهو تاريخ متسلسل مقارن للديانة .,11,0.000000,low,0.359232,mid
"أما كلمة "" الديانة "" فلم يكن لها ترجمة واضحة في اللغات غير الأوروبية إلا بعد الاستعمار .",12,0.000000,low,0.654602,mid
"ولقد كتب دانيال دابيسون يقول : "" ما الذي جسم الديانة الغربية في صحوتها وتاريخها تحت اسم "" ديانة",14,0.000000,low,0.477587,mid
""" . . . إنه شيء فريد جدا والذي يمكن أن يكون مناسبا لها ولتاريخها فقط "" .",10,0.000000,low,0.610600,mid
إن تفاعل الثقافات الأخرى مع فئة دينية هو نفسه تفاعلهم مع فكرة طورت لأول مرة في أوروبا تحت تأثير المسيحية .,11,0.000000,low,0.588562,mid
' = = تاريخ دراسة الأديان = =,12,0.000000,low,0.739233,high
بدأت دراسة الأديان في القرن التاسع عشر في مدرسة ألمانية تدعى Religionsgeschichtliche Schule وهي مدرسة للفكر وكانت هذه أول خطوة منظمة لدراسة الأديان كظاهرة اجتماعية .,14,0.000000,low,0.662763,high
وقد ظهرت مدرسة Religionsgeschichtliche Schule في وقت كانت دراسة الكتاب المقدس فيه مزدهرة في ألمانيا وأماكن أخرى .,11,0.000000,low,0.512439,mid
' = = نظرة عامة = =,8,0.007010,low,0.566749,mid
"شهد القرن التاسع عشر تزايدا كبيرا في المعرفة بالثقافات والديانات الأخرى , كما شهد أيضا تأسيس الحركات الاقتصادية وتقدم التورايخ الاجتماعية .",15,0.000000,low,0.544187,mid
"وقد سعت مدرسة "" تاريخ الأديان "" لمراعاة هذا التنوع الديني من خلال ربطه بالحالة الاجتماعية والاقتصادية لجماعة معينة .",14,0.000000,low,0.500449,mid
"ومن المؤكد أن الديانات النموذجية قد مرت بمراحل تطور من المجتمعات البسيطة إلى المجتمعات المعقدة , وخاصة من الشرك إلى التوحيد ومن الارتجالية إلى التنظيم .",16,0.000000,low,0.482687,mid
"لكن هناك من يدعي بأن دعوى "" تطور الأديان من الشرك إلى التوحيد هي دعوى غير موثوق بها "" .",14,0.000000,low,0.536422,mid
' = = الأصول = =,7,0.009436,low,0.498801,mid
يعود أقدم الأدلة على الاعتقادات الدينية إلى الوراء مئات الآلاف من السنين وخاصة في العصر الحجري الأوسط والأسفل .,14,0.000000,low,0.551998,mid
"يشير علماء الآثار إلى المدافن العالمية القديمة للأناس البدائيين - والتي يبلغ عمرها أكثر من 300 , 000 سنة - على أنها أدلة على وجود الأديان منذ سالف الأزمان .",14,0.000000,low,0.557288,mid
وهناك دليل آخر يتمثل في القطع الأثرية الرمزية البدائية القديمة في مواقع العصر الحجري الأوسط التاريخية بأفريقيا .,14,0.000000,low,0.687242,high
"مع ذلك , فتفسير القطع الأثرية الرمزية من العصر الحجري القديم على أنها أفكار دينية يبقي الأمر مثار جدل .",14,0.004907,low,0.289619,low
لكن دليل علماء الآثار الذي جاؤا به من العصور المتأخرة يعتبر الأقل إثارة للجدل .,13,0.000000,low,0.324960,low
"وقد فسر العلماء - بشكل عام - عددا من القطع الأثرية من العصر الحجري الأعلى ( 50 , 000 - 13 , 000 ) على أنها تمثل أفكار دينية .",14,0.000000,low,0.681378,high
ومن أمثلة بقايا العصر الحجري الأعلى التي ترتبط بالأفكار الدينية الرجل الأسد وتماثيل فينوس والصور المرسومة على جدار كهف شوفيت ومراسم الدفن المتقنة لسونجير .,14,0.001292,low,0.486371,mid
"في القرن التاسع عشر خرجت نظريات مختلفة بخصوص أصل الديانات , مزيحين بذلك الإدعاءات القديمة بأن المسيحية أصل الديانات .",14,0.000000,low,0.371065,mid
"فقد أخرج المنظران القديمان إداوارد برنت تايلور وهربت سبينسر نظرية الروحانية , بينما استخدم البيولوجي جون لوبوك تعبير الشهوة الجنسية ,",14,0.000000,low,0.416046,mid
"في هذه الأثناء , فسر العالم الديني القديم ماكس كولر أصل الديانات بأنها بدأت باللذة .",14,0.000501,low,0.544587,mid
وأخيرا اقترح الفلكلور ويلهلم ماندرت أن أصل الأديان كان تفسيرات أسطورية أو خرافية لأحداث طبيعية .,14,0.021458,low,0.477864,mid
"لكن كل هذه النظريات انتقدت بشكل واسع , ولم يوجد إجماع على أصل الأديان .",16,0.000000,low,0.558076,mid
' = = الديانة المنظمة = =,14,0.000000,low,0.651427,mid
خلال التطورات البشرية كان الإنسان يعيش مع جماعات بدائية تعيش على الصيد .,12,0.000000,low,0.529628,mid
ولقد ظهرت الديانات المنظمة والمعقدة حينما هجر الإنسان حياة الصيد البدائية واتجه نحو الزراعة .,11,0.000000,low,0.286259,low
"ولقد بدأ الإنسان الزراعة وتربية الحيوانات عام 10 , 000 ق . م في الشرق الأدنى .",14,0.005309,low,0.505364,mid
وقد كان اختراع الزراعة حدثا مهما في التاريخ البشري .,10,0.000000,low,0.462988,mid
حيث أدى التزايد في المحاصيل الزراعية إلى توسع المجتمعات .,11,0.000000,low,0.513947,mid
وتميزت المجتمعات في هذه الفترة بالكثافة السكانية والتعقيد والتنوع في العمل والتركيبات الإدارية والسياسية .,14,0.000000,low,0.524870,mid
وظهرت لأول مرة التنظيمات كالقرى والمدن والولايات والسلطات الحاكمة والأقاليم والأمم والامبراطوريات .,14,0.000000,low,0.516941,mid
هذا الانتفال من جماعات الصيد إلى الأمم والامبراطوريات انتج تكوينات دينية جديدة عكست تأثير البيئات الاجتماعية والسياسية .,14,0.000000,low,0.492587,mid
"تاريخ الألومنيوم هو مجموعة الأحداث التاريخية المرتبطة باكتشاف واستعمال عنصر الألومنيوم , وهو عنصر كيميائي يحمل الرمز ( Al ) وعدده الذري 13 .",14,0.000000,low,0.605596,mid
"ويصبح الألومنيوم معدنا ذا لون فضي ساطع بفضل الظروف القياسية من الضغط ودرجة الحرارة , ويمتاز بخفة وزنه ومقاومته للصدأ .",14,0.015545,low,0.383930,mid
"ينتمي الألومنيوم إلى عناصر المجموعات الرئيسية التي تكون عادة في حالة الأكسدة 3 + , وهو كذلك ثالث أكثر العناصر وفرة في القشرة الأرضية ؛",12,0.000000,low,0.419703,mid
ويشيع استخدامه بكثرة في الأنشطة المتعلقة بالإنسان .,8,0.000000,low,0.306572,low
"يتم إنتاج الألومنيوم بعشرات ملايين الأطنان المترية , ويتم معالجته لتحسين بعض خصائصه مثل : الصلادة .",14,0.000000,low,0.479718,mid
"ليس للألومنيوم أي دور بيولوجي يذكر , وهو غير سام .",14,0.000555,low,0.456147,mid
"عرفت الشبة منذ القرن الخامس قبل الميلاد وكانت تستخدم على نطاق واسع من قبل القدماء في الصباغة والدفاع عن المدن مما وثق ارتباطها بالتجارة الدولية خلال العصور الوسطى ,",14,0.000000,low,0.461828,mid
"واعتقد علماء عصر النهضة أنها ملح لتراب جديد , وتم إثبات أن التراب في الأصل أكسيد لفلز جديد خلال عصر التنوير .",14,0.001089,low,0.557001,mid
تم الإعلان عن اكتشاف هذا المعدن في العام 1825م بواسطة الفيزيائي الدنماركي هانز كريستيان أورستد الذي كان عمله امتدادا لجهود الكيميائي الألماني فريدرش فولر .,12,0.000000,low,0.635122,mid
"لم يكن الألومنيوم شائع الاستخدام بسبب صعوبة استخراجه وتنقيته ,",10,0.000000,low,0.283772,low
لذلك تجاوز سعره سعر الذهب بعد فترة وجيزة من اكتشافه ولم ينخفض إلا بعد بداية أول إنتاج صناعي من قبل الكيميائي الفرنسي هنري إتيان سانت كلير ديفيل في العام 1856م .,12,0.000000,low,0.499792,mid
"أصبح الألومنيوم متاحا لعامة الناس من خلال عملية هول - هيرو التي طورها المهندس الفرنسي بول هيرو والمهندس الأمريكي تشارلز هول في العام 1886م , بالإضافة إلى عملية باير التي طورها الكيميائي النمساوي كارل يوزف باير في عام 1889م .",14,0.000000,low,0.524805,mid
وجميع هذه العمليات ما زالت مستخدمة من أجل إنتاج الألومنيوم إلى الوقت الحاضر .,10,0.000000,low,0.333047,mid
"أدت هذه العمليات المستخدمة لإنتاج كميات كبيرة من الألومنيوم إلى شيوع استخدامه في الصناعة والحياة اليومية , فقد استخدم في الطيران والهندسة والبناء والتعبئة بفضل خفته ومقاومته للتآكل .",13,0.000000,low,0.489618,mid
"تنامى إنتاج الألومنيوم أضعافا مضاعفة في القرن العشرين , وأصبح سلعة تبادل في السبعينات .",10,0.007253,low,0.509322,mid
"في العام 1900م , بلغ إنتاج الألومنيوم 6 , 800 طن متري , وبلغ في العام 2015 حجم إنتاج هذا المعدن 57 , 500 , 000 طن .",13,0.000000,low,0.620607,mid
' = = التاريخ المبكر = =,12,0.011704,low,0.653000,mid
"بدأ تأريخ استعمال الألومنيوم مع استخدام مركب الشبة ,",12,0.011023,low,0.482249,mid
وأنشئ أول سجل مكتوب عنه في القرن الخامس قبل الميلاد بواسطة المؤرخ اليوناني هيرودوت .,14,0.000000,low,0.665463,high
"واستخدم القدماء هذه المادة كمثبت للصباغة وفي الطب وكطلاء مقاوم لاحتراق الأخشاب وللتنميش ,",12,0.000932,low,0.421272,mid
ولم يكن الألومنيوم - وقتئذ - معروفا بعد كمعدن .,12,0.000000,low,0.261477,low
"وحسبما ذكر الكاتب الروماني بترونيوس في روايته ستريكن : أن قطعة زجاجية قدمت للإمبراطور ,",10,0.000000,low,0.488918,mid
"وعندما ألقيت على الأرضية المرصوفة لم تنكسر إلا أن شكلها تغير , وأعيدت إلى وضعها السابق بواسطة مطرقة .",12,0.000000,low,0.314579,low
"وبعد تعلم كيفية إنتاج هذه المادة من الشخص الوحيد الذي اكتشفها ويعرف وحده طريقة إنتاجها , أمر الإمبراطور بإعدامه كي لا ينخفض سعر الذهب .",12,0.000000,low,0.464320,mid
"ذكرت في هذه - مع بعض الاختلافات - بشكل مختصر في موسوعة التاريخ الطبيعي للمؤرخ الروماني بلينيوس الأكبر الذي أشار إلى أن القصة أصلها متداولة ومكررة أكثر من كونها حقيقية ,",14,0.000000,low,0.660095,high
"كذلك ذكرت القصة في التاريخ الروماني للمؤرخ الروماني كاسيوس ديو ,",16,0.000000,low,0.435210,mid
وتشير بعض المصادر إلى أن القطعة الزجاجية المذكورة في القصة قد تكون الألومنيوم .,10,0.000000,low,0.434280,mid
وهناك احتمالية أن تكون السبائك المحتوية على الألومنيوم قد أنتجت في الصين خلال عهد أسرة جين الأولى .,12,0.001775,low,0.486368,mid
بعد الحروب الصليبية أصبحت الشبة مادة ذات أهمية في التجارة الدولية ؛ لكونها مادة لا غنى عنها في صناعة النسيج الأوروبية .,12,0.000000,low,0.438950,mid
"كانت تتواجد بعض المناجم الصغيرة لاستخراج شبة الألومنيوم في أوروبا الكاثوليكية ,",14,0.002362,low,0.435304,mid
ولكن معظم هذه المادة كان يجلب من الشرق الأوسط .,10,0.007334,low,0.468131,mid
"استمر تداول الشبة عبر البحر الأبيض المتوسط حتى منتصف القرن الخامس عشر , عندما رفع العثمانيون ضرائب التصدير إلى مستوى أعلى .",14,0.000000,low,0.443868,mid
"وخلال سنوات قليلة , اكتشفت الشبة بكميات كبيرة في إيطاليا مما جعل البابا يحظر جميع الواردات من الشرق في غضون عامين ,",11,0.000000,low,0.392436,mid
وقد استخدمت أرباح تجارة الشبة لبدء الحرب مع العثمانيين .,14,0.000000,low,0.415141,mid
"لعبت هذه المادة التي كان اكتشافها حديث العهد دورا مهما في مجال الصيدلة الأوروبية ,",10,0.000000,low,0.594923,mid
"ولكن أسعارها المرتفعة التي حددتها الحكومة البابوية دفعت دول أخرى للبدء الذاتي لإنتاج هذه المادة ,",14,0.000000,low,0.505658,mid
وقد بدأت المناطق الأخرى في أوروبا بتعدين هذه المادة على نطاق واسع في القرن السادس عشر .,14,0.000000,low,0.420091,mid
"تعتبر دولة الإمارات العربية المتحدة المعاصرة جزءا من الإقليم الذي عرف تاريخيا باسم "" عمان "" , كما عرفت باسم "" مجان "" وذكره كثير من المؤرخين والكتاب العرب وغيرهم , والذي يشمل حاليا سلطنة عمان ودولة الإمارات العربية المتحدة .",14,0.000000,low,0.685613,high
من هذا المنطلق فإن تاريخ الدولة المعاصرة يدخل في إطار التاريخ العماني والعربي الشامل .,12,0.000000,low,0.525395,mid
